,artist_name,track_uri,artist_uri,track_name,album_uri,duration,album_name,artists
226,SH!NER,spotify:track:4BLgWhUAgq0LhX98XRqEsH,spotify:artist:3jZP3KM1xy78Bz59n6mzTd,god in the mirror,spotify:album:6gePkFCStIRFfD9Zw1tpfh,246460,god in the mirror (EP),SH!NER
227,Scott Borel,spotify:track:2ys4lkXXShEgQib4SINaar,spotify:artist:3q420zrYYQxfdByEpurTTZ,Control,spotify:album:2lsVw9uARx2rV3zTeWbm1K,146141,Control,Scott Borel
228,Popdorian,spotify:track:5IUbkfzP7UUeyva4bSjFX6,spotify:artist:6Bu3Ax2o5j2wBeztMGDOCe,Tomorrow I won't be gay,spotify:album:3cOFFZP5MXvPBRNqoxSlDE,216428,Loving you was easier when I was in love with you,Popdorian
229,Austin Carr,spotify:track:1x9fUhjcQcSnjFXbwKIrz1,spotify:artist:7wbw9KslI7YzqujQRkxDrB,i don't wanna be your friend,spotify:album:4vsXBzWtUrqSQ72GsukwgR,165194,i don't wanna be your friend,Austin Carr
230,Sara Bares,spotify:track:5hFVUUBjgzNHBld3G9KDvW,spotify:artist:2JpRoSWQ69V9SrA5nwvo7O,Just Like the City,spotify:album:75OByxAlIAlpqd5BhrtAAz,236103,Just Like the City,"Sara Bares, Scott Borel"
231,Hrtpwr,spotify:track:3une0qtImPBhNktOx68ILL,spotify:artist:62yTlBLRMe9ECopQsDNzCX,Real Big Love,spotify:album:4P7BklOIyXtH4gasB8Thdm,171859,Real Big Love,Hrtpwr
232,Jess Fitz,spotify:track:0ssqdJYcbAAZxz6LwQ3kjr,spotify:artist:4VQMIJIdaj7VjJp936vtQm,Heartbreaker Energy (Acoustic Version),spotify:album:5L3QD5Uhsmtjcgbs4CWvbP,218450,Acoustic Energy,Jess Fitz
233,Nobyn,spotify:track:3e3rVW5ayNrzkTIcUBC7wW,spotify:artist:3BPPfYjihKqirB96T6WEmB,Float,spotify:album:1DbwJ8h7nOIJV7ZVZPtfcS,176774,Float,Nobyn
234,CHILD + the banned,spotify:track:0QvWuDlZnrPLnTVRzYVRIp,spotify:artist:37jg6o775fa2KRD9iEGcNH,I Dreamt,spotify:album:38qgly67CbRcaKudjqsaUa,227828,I Dreamt,CHILD + the banned
235,Popdorian,spotify:track:6ZtqbK0V9ItdFDeE4N4Wkr,spotify:artist:6Bu3Ax2o5j2wBeztMGDOCe,Gotta have him,spotify:album:5Q9Bm7d4oq71rl9ryKIihZ,169352,Benefits,Popdorian
236,Dan Zimmerman,spotify:track:286syxeLS84Ps4zW5ConY9,spotify:artist:5aVHACIFGMdOeMv7sjOkhZ,Body,spotify:album:6KJB12IM6T4daE9ECLGcOk,191503,Body,Dan Zimmerman
237,Andronyx,spotify:track:3sudFjDNIZOp6SZ0I1QyvP,spotify:artist:0bFVMEKm7pFmBvSC2DD1XO,Hide and Seek,spotify:album:5I6FBzlBSeWL0qbgVipqJ9,282600,Hide and Seek,Andronyx
238,Maple St.,spotify:track:2eh1oJgibTJ0eGbXgOVXy8,spotify:artist:4gGRM0ctqeTWqer59nW0S9,Somewhere Else,spotify:album:2KG3GbMYtaZ5towEeMrJJu,179170,Somewhere Else,Maple St.
239,Bobby Guard,spotify:track:75rzaMnmCHgeyuwsxGrAqa,spotify:artist:4DCaSD2YuHkBuAYj5b47d1,Your Peace,spotify:album:3aS8Ffqfd5ivHh99jylcQX,253383,Your Peace,"Bobby Guard, Importer"
240,With Joe,spotify:track:79U6ZnAa31C08EHyPt0LOy,spotify:artist:6DHgMgmAsf8l2kiUyCKww7,Vision In Purple,spotify:album:1bedXHsuczadqZqUT8vPM5,147813,Vision In Purple,With Joe
241,Jasn the Kid,spotify:track:7vs0qKAOMxTSRooovbvCKJ,spotify:artist:6vTILz5JUdHBA8RjiFxkmK,F*ck Being Cinderella,spotify:album:2ZAjRTOstFDovVcZlCf6Sj,168000,F*ck Being Cinderella,Jasn the Kid
242,Blueboy,spotify:track:5rRAm0AhRDRY5d93fQgJk2,spotify:artist:6r0hXG2X4GSY1MNj4zLcXi,Boy Crush,spotify:album:5aNarGEeCbuExO4kZqGHAo,175009,Navigate,Blueboy
243,JËVA,spotify:track:1dqQhxqOSkzhqFjAN0c3Cx,spotify:artist:2vCUQAwdE83viqTMXxy4R3,Good Friends,spotify:album:2qJcExA2ff7usr7GvSGTmG,189283,Good Friends,JËVA
244,a balladeer,spotify:track:7HWxIBizOFNo505Ljw6IcV,spotify:artist:5MUNbMtqB3EOKxwSJBVJ1U,Swim With Sam - rerecorded,spotify:album:3NSLHcKHZ8422YD7MQO8Ch,263726,Swim With Sam,a balladeer
245,siovo,spotify:track:64izscyfL2huRxcNEAp5Jo,spotify:artist:00ektSs4zWX7aBQqs5cgST,In meinen Träumen,spotify:album:2hy95VbZmLEZrgqyFtlXFm,160055,In meinen Träumen,"siovo, Localdogs"
246,Abigail Fierce,spotify:track:1Ux9Ql1kyqa0skExUNerDW,spotify:artist:24q2VAybFrs4Lzy0eEnXga,Scream It to the Whole World,spotify:album:1orSZnxtwZ45Mc9x1MZ20Z,207378,Scream It to the Whole World,Abigail Fierce
247,Just Shy,spotify:track:5ZNEfjoq7cYiLtrxUnDaIx,spotify:artist:6xZJUaM1vfy9fcuiHfeywG,Consumed By A Beat,spotify:album:78h4whAKaXJb1ZZTy55hDR,203646,Consumed By A Beat,Just Shy
248,Roger Perelló,spotify:track:6n4l8wd71xhvPNgTScw5LA,spotify:artist:4X8oWezsUAzuhjoO5AN9wx,i am what i am (your beloved man),spotify:album:1KAr43Jayhv8MjLtahVjKj,214000,i am what i am (your beloved man),Roger Perelló
249,Florian Rose,spotify:track:5uR02KQ9do8LK7H26BPYDK,spotify:artist:75ssEOJczox2KbDPn2udDP,Pomegranate Boy,spotify:album:71r9tH6AzBF8547vIutoZq,200727,Pomegranate Boy,Florian Rose
250,DAMIÁN,spotify:track:1QVlO28divyjxFO4BaJsUr,spotify:artist:35RzR2xhkJprK8IFafAUtH,This Time I,spotify:album:15rh7LTclmAUPRDzUaXiqm,177800,Finding Joy,"DAMIÁN, Amanda Yang"
251,Owen Duff,spotify:track:0AW845DiPvcQ8BuAkU0YWv,spotify:artist:1X7n0ASm5m7S9deCBxEIl0,One Word,spotify:album:51Hwytf58JjhgIIBEgASVp,186250,One Word,Owen Duff
252,MKSM,spotify:track:64xmyB8jP9XAQC6o51Ahxo,spotify:artist:6PrTFzpmEtnqnQzmIYcWjN,Hold Me Down,spotify:album:6KGniI9xMQT8qmurWEhArm,228111,Hold Me Down,MKSM
253,a balladeer,spotify:track:55Bkv2AAj3r5vz8gd3rPbT,spotify:artist:5MUNbMtqB3EOKxwSJBVJ1U,Winterschläfer,spotify:album:2Nb3udeuppOa0UspvVcC0N,228171,Winterschläfer,a balladeer
254,Jessye DeSilva,spotify:track:4nRpHB8s2bD1ZXsUbDD6vv,spotify:artist:3LwQ83KEgmU9vdKMvlh0zJ,Queen of the Backyard,spotify:album:6IJB7Ldeb2t4c8BfNzNIkf,288156,Hover,Jessye DeSilva
255,NIKO,spotify:track:6sHUmmrlI92nwrehhAXWIL,spotify:artist:0Ma0uFv5F33l0oahpy5N6Y,Idol,spotify:album:4RVJH7PTzQrEBP6XSQtDHB,223649,Idol,NIKO
256,Mel Fine,spotify:track:04VNbsBxAE99HPs0bxrIf3,spotify:artist:7pHXlosvksMuLEjOPlCNMd,In Between.,spotify:album:2geHG4IOcSRAzcfkVanGw3,237983,In Between.,Mel Fine
257,Nicky Buell,spotify:track:0x51U4P4RntgqBXz5nnnOv,spotify:artist:68k70YNmyjOGsTekZIxXR9,BOY CRAZY,spotify:album:7o5gXsEUvGOLz44ECPYiN8,199634,BOY CRAZY,Nicky Buell
258,Jafeth Jacobs,spotify:track:4uOAvRu3wmtSG4BaUuKU5x,spotify:artist:42wkDhcLLfJSiLy57IoeGH,Brokenhearted,spotify:album:4cYoWYmmEJFD3xYCuFKajG,195741,Brokenhearted,Jafeth Jacobs
259,boy cam,spotify:track:6RQZvpe3FP8bdF3rSAIeMJ,spotify:artist:71hu9nXKCY91T5Dj2vijgh,Feelin' Kinda Heavy,spotify:album:4ELdQBgbM1Ozf2wHrPLBUV,264000,Feelin' Kinda Heavy,boy cam
260,Bay Bryan,spotify:track:5YiMc9Shy3JewTGDfam2tM,spotify:artist:3AI7aR5cD9XZYk8Zha2vsX,Let Go,spotify:album:2SRbpQMdgY9IqOOXvjbX6u,210480,Let Go,Bay Bryan
261,Pikes,spotify:track:6DuyOIzgWHZPPWrvGMW9aQ,spotify:artist:3iYk1tEjUMPcs5roPxv533,Cool For You,spotify:album:4Iyo4yqIaRyoJ5DH60XlG6,180000,Cool For You,Pikes
262,Sir Dallan G.,spotify:track:3A0xbkTa0czDgp749a21W9,spotify:artist:3qbsaYPGJAll3ZQ3R9duwv,I Hope I'm Yours,spotify:album:22LC6etuccyM6Q5w7BbIiK,243000,Queer Vespers,Sir Dallan G.
263,Tawnted,spotify:track:5mPSYvl3VXGU4bbTuzcj65,spotify:artist:7zh1uCj4XNxdWhuRVdc1tR,Narcissism,spotify:album:4whmI23WFavKG4ZmIhAnYt,198699,Narcissism,Tawnted
264,YawnyBlew,spotify:track:35BjIyeuy2ZwkyTSISOR6T,spotify:artist:4yxxz1g7rGsJdHmWGR6NtK,Dusk,spotify:album:07JInJSZw2gpz85tE7Dik9,158146,Dusk,YawnyBlew
265,Paper Eros,spotify:track:09z9USvP7ONInhQhD1NbPB,spotify:artist:75EPhnOsH71y3C8YmPoj82,Dystopia,spotify:album:5Nyl9WCpeOk7gusmWMuurc,205090,Dystopia,Paper Eros
266,K Anderson,spotify:track:5UmsPL3pgBiwGVYslcj7U1,spotify:artist:2hemxJSBMzRDDHNL6eBVXj,Now It's November,spotify:album:69bZ6xcsiMAuntSVFbuXgw,157020,Now It's November,K Anderson
267,Bobby Guard,spotify:track:1fQgpY8me77920YWvk5VJ9,spotify:artist:4DCaSD2YuHkBuAYj5b47d1,Hi-Lo,spotify:album:1GummpmJQfzYiutj4eCKQ2,237360,Hi-Lo,Bobby Guard
268,Jamie___rees,spotify:track:2DH2S7WBKi0yUQeW953HuK,spotify:artist:0vddtIN7nv5DIyHh8yjz4o,21,spotify:album:5CDfUCjAnGeAITUuJ9QT6F,280246,21,Jamie___rees
269,Blush Wilson,spotify:track:7bX6YfYNEIWaFJV3e8Dygf,spotify:artist:2CVt1KZkOP6lSUryG7F4j0,Asylum,spotify:album:4mgssRlL55Bc2g3TjqQvPg,297813,Asylum,Blush Wilson
270,Anson Jones,spotify:track:0Q27WVS15guQ7plePc2faA,spotify:artist:3xT97ey0BVfOXbVwm17s0s,July,spotify:album:3Q6Jt5pMaycremDfM2Syd1,207240,July,Anson Jones
271,Charley Furey,spotify:track:3uqOiwVwNkFIjLSKLGpzsm,spotify:artist:0fPCagnvD6MegZX7wKDMSU,Gold,spotify:album:3MNcMagycyVcjelFThpMe1,214468,Gold,Charley Furey
272,Leon Waldo,spotify:track:1xXWO27NNvpGId70kfnvAp,spotify:artist:1Ry71R0xYI1JcQOHeDaql8,Sundae Sunday,spotify:album:4dhzycsoq0GtdwWyjkhjTa,189310,QUEERWAVE.,Leon Waldo
273,Hrtpwr,spotify:track:54MllHagLJ5NDLQO32nvID,spotify:artist:62yTlBLRMe9ECopQsDNzCX,Silence,spotify:album:1t96cde4H4vjAIMMMN3o4X,226461,Silence,Hrtpwr
274,boy cam,spotify:track:3VVfJkaaBZtRcERn7P82j6,spotify:artist:71hu9nXKCY91T5Dj2vijgh,I Know Better,spotify:album:2xBIW2a22aiG7S2ffLMYtb,201230,I Know Better/ Valentines Day,boy cam
275,River Westin,spotify:track:4FbcIgWaPot2eZqd6fdiEY,spotify:artist:2lMUxSSN84QWXoYTr02xCY,Candy Cigarettes,spotify:album:0Vii5vbxqZTbXLUyGrzdWD,259127,Candy Cigarettes EP,River Westin
276,Becky Krill,spotify:track:7LROpaCXkTu5BNr40byBC7,spotify:artist:5nxZIgo7DavlytCT1lfCxU,Alive in the Summertime,spotify:album:6fJArtFxqBvELNDGDkns0s,170972,Alive in the Summertime,Becky Krill
277,Yumeaki,spotify:track:4f1lr0SZwId5t2J7wzMcNX,spotify:artist:4R01RVpb7mz8oC0VzPW2cN,Clownery,spotify:album:23KqZWdfI0iIHwfuqMNjUP,173139,Clownery,Yumeaki
278,J.R. Price,spotify:track:6hmrT5CLozJGOf46wYc7Qi,spotify:artist:4C53beBDASsx6eAiqLxdCO,Dance with Me,spotify:album:3Q4PwLWHu0egf6dA1Fqr18,238240,Dance with Me,"J.R. Price, Tom Goss"
279,Sarah Cicero,spotify:track:29KX2ZRIK5Uisl7iSee3bR,spotify:artist:05ivODJOj5tqo3rBmzhy98,Indifferent,spotify:album:6MQG41Z1UtmQSK9DPAPAL9,250133,Indifferent,Sarah Cicero
280,ICARVS,spotify:track:34dvHmF3K6Il1CArxlFRoB,spotify:artist:4HoHftNXqwK70pSMsIBhNI,Love The Way I Love,spotify:album:0mE7HSgt1gvZpeyhdxCMVg,226341,Love The Way I Love,ICARVS
281,Laurre,spotify:track:3TgSrGgWJpSjsrSSUjBwZV,spotify:artist:6CUrTYCNmlbfqtGdHRIc5U,Don't Ask,spotify:album:3PoQiRUNkCxD2Wz1o0R0xU,185016,Don't Ask,Laurre
282,Tawnted,spotify:track:2MVVlWeaEeAs9JBNwFgboy,spotify:artist:7zh1uCj4XNxdWhuRVdc1tR,Let the Rain Come Down,spotify:album:073qeB3uKqW4Slt8A2WF35,160017,Pieces,Tawnted
283,Big Love and Little Hollywood,spotify:track:3GkL6as11lsXOHLQOLvUod,spotify:artist:6EWhaIgWq8P6AmvXu1q6U0,New Slang,spotify:album:59zcK2BT7xqqOaCbeRxQq0,240195,New Slang,Big Love and Little Hollywood
284,Ryan Cassata,spotify:track:28v0OK5Qa1ABL1LZkOYFYB,spotify:artist:0tFlCZaGI6bC1XxtfzIhmG,I Met Jesus at the Gay Pride Parade,spotify:album:15WVtgBwrDivOhzbmFvSFn,204033,I Met Jesus at the Gay Pride Parade,Ryan Cassata
285,Caleb Sanders,spotify:track:0TeoBYeBWlmy1Fbjsfm7dX,spotify:artist:2J15jSwWcT6x5O0TE1aZuF,if i called u up now,spotify:album:0O4cAgR7NCTSjYvFzVGNZx,316463,if i called u up now,Caleb Sanders
286,Promis3,spotify:track:6bqnbGhZiA2rEFZbLlM8gj,spotify:artist:67klEFn7sTV209voBTSZB8,Don't Wanna Fall in Luv,spotify:album:2PNN9B7cLIDgoAKl7GWysi,178695,Don't Wanna Fall in Luv,Promis3
287,Your Friend Ben,spotify:track:4DJtaTBrUPR6M0HFlgLQ3F,spotify:artist:0tINT0iewJU6QQ4bqL2oV0,sneakers,spotify:album:7ohvzsBIrmjOkLXoyCZz2c,223953,sneakers,Your Friend Ben
288,Yavin,spotify:track:4Qv7phtUmENEdLg8C5sCLZ,spotify:artist:7Gfv3zz0llLUQ1HhyHSYTl,Bitter.,spotify:album:5rh11HnFZwDC7rUGIfoacv,214064,Bitter.,Yavin
289,Jxckson,spotify:track:50CK0IcYGT8iheuGkcjw80,spotify:artist:475aZptPDoQbIY7GlOdpHN,Ready for Love?,spotify:album:6lnqg2Ea1bev7Vo9o5WxAF,186239,Ready for Love?,Jxckson
290,Barrett Crake,spotify:track:2oygttOZA8dTFxHevUYGKm,spotify:artist:0io0zWpbQm5kKw5SjeCNTO,You Got Me Like,spotify:album:6KjK9QOiX0rxOJzoXlRYco,174757,You Got Me Like,Barrett Crake
291,Ivan Grap,spotify:track:44nY1rlMs1LxkaeFZiwxqj,spotify:artist:4ZprrKMAFB8JXXLADV5nMe,And I Said Just Take Me Home,spotify:album:0lrqe85AFYCCSG86Cgr09y,206776,And I Said Just Take Me Home,Ivan Grap
292,Joe Daccache,spotify:track:5RcdoLxxz4eRab9Q3ctcJB,spotify:artist:1eOMxN37BxLAtv7GetTXcC,Body Talking,spotify:album:2j2eIYin1QTEj4uzCRPRUf,212571,Body Talking,Joe Daccache
293,MKSM,spotify:track:56hbTBWKzvOfxI2AUptQ8k,spotify:artist:6PrTFzpmEtnqnQzmIYcWjN,Collide,spotify:album:2AebXDcr82cRdeDZ5jshHw,183003,Collide,MKSM
294,Louis Torre,spotify:track:7APH5qn1mQ51NIVmg9S08w,spotify:artist:016KYKeKm8wIbzuQjBxhsj,Outer Space,spotify:album:19Us3XXWCbcvEgOOWPr7tp,164087,Outer Space,Louis Torre
295,Bobby Guard,spotify:track:3dnGMH6GvL3RW8xboN9WJE,spotify:artist:4DCaSD2YuHkBuAYj5b47d1,Faith Alone,spotify:album:79uahbi8yrWwAv8Tlrsv6N,280556,Faith Alone,Bobby Guard
296,Spencer Leibow,spotify:track:5iLLOGNxWmchFvDeKKF7bf,spotify:artist:5t4nhDmGT4Zs4itjZ8MbtA,Get Up,spotify:album:7wvni6odVeamNp5UPMIbvU,160000,Where Has the Love Gone Now?,Spencer Leibow
297,Honey Dijon,spotify:track:7J6BpQrP9hCRc7TzN0XqY6,spotify:artist:0XfQBWgzisaS9ltDV9bXAS,Love Is A State Of Mind (feat. Ramona Renea),spotify:album:5fh3Zpnp4rJMlmkLZCOtta,193859,Love Is A State Of Mind (feat. Ramona Renea),"Honey Dijon, Ramona Renea"
298,Syd,spotify:track:5vvn5HATa05iKVql6oYULV,spotify:artist:3jk39CGeaaSO3FPKNx1RUx,Missing Out,spotify:album:1WteYNWIkmmgTfquwV0Mc4,239744,Missing Out,Syd
299,Lil Nas X,spotify:track:27NovPIUIRrOZoCHxABJwK,spotify:artist:7jVv8c5Fj3E9VhNjxT4snq,INDUSTRY BABY (feat. Jack Harlow),spotify:album:622NFw5Yk0OReMJ2XWcXUh,212000,INDUSTRY BABY (feat. Jack Harlow),"Lil Nas X, Jack Harlow"
300,Spellling,spotify:track:7GkNvyhBawJGjNkmKsyQjP,spotify:artist:7rlAAAiWScpsT1hmgURAmh,Little Deer,spotify:album:5Dqqrr1dhaZ3BcFthVUCj2,339307,The Turning Wheel,Spellling
301,Shamir,spotify:track:2czRLbCuPOP9azgqYS52c9,spotify:artist:7JgXEHI1oEiQICAMeCsKTj,Reproductive,spotify:album:0DpCo0SXKnfsBx98H2qDVI,275805,Heterosexuality,Shamir
302,Lava La Rue,spotify:track:6f2877TmbjnqZEqeQEGi3o,spotify:artist:271bbpX3pdCi56ZJA1jQ43,Vest & Boxers,spotify:album:1Grk1vw2BVPcwvci9xcHy1,177064,Vest & Boxers,Lava La Rue
303,KAYTRANADA,spotify:track:1jBKtzlwTVtCrScpiiHiKT,spotify:artist:6qgnBH6iDM91ipVXv28OMu,Intimidated (feat. H.E.R.),spotify:album:1tbB05wnLmxMl8WPbcnV0y,207840,Intimidated,"KAYTRANADA, H.E.R."
304,Dizzy Fae,spotify:track:4ymwozmsZ75AyUUTRhSOcQ,spotify:artist:0jt1EsJCeoQXLNDta4JF6c,Body Move,spotify:album:4DEf7dix4OkYsi4bpsstRU,177000,Body Move,Dizzy Fae
305,Yves Tumor,spotify:track:1I0i3wWt1sCZ4PT0TfnyZm,spotify:artist:0qu422H5MOoQxGjd4IzHbS,Crushed Velvet,spotify:album:2julo3Z5rNzSod7DoEuTz7,197493,The Asymptotical World EP,Yves Tumor
306,Arlo Parks,spotify:track:3fpfQC77x3uwESSJ6VmUKM,spotify:artist:4kIwETcbpuFgRukE8o7Opx,Softly,spotify:album:7qlt7zR5715v6Ey0lQsjcN,188780,Softly,Arlo Parks
307,Syd,spotify:track:5s7REbEOo8rf3qeC0A7vVS,spotify:artist:3jk39CGeaaSO3FPKNx1RUx,Got Her Own,spotify:album:59Bbr32pMTFHlUb8Nv1Kr0,185786,Fin,Syd
308,serpentwithfeet,spotify:track:1gVB71qZLk0eGwZGaVIUcM,spotify:artist:1O9iHQjrVuiAYOJFCBeFSl,Fellowship,spotify:album:7dHEw1ug6SGPnGa74DQMxV,219320,DEACON,serpentwithfeet
309,Mykki Blanco,spotify:track:6DwPbXLTr9lLXlQnzCQDT2,spotify:artist:2tSv9mEQSuNVMGr9qjYfkr,It's Not My Choice,spotify:album:294rHkMh18CMQSRJ6NvFF3,204075,It's Not My Choice,"Mykki Blanco, Blood Orange"
310,Kehlani,spotify:track:1GaMFbWeBZeSwgyAEr1s4m,spotify:artist:0cGUm45nv7Z6M6qdXYQGTX,altar,spotify:album:2WfV3cpI2BUuIxMISh9nqF,244635,blue water road,Kehlani
311,Moses Sumney,spotify:track:4vgt7oc3CZojtj4aXVoyht,spotify:artist:5W10uJRsbt9bROJDKoI1Wn,Bystanders (in space),spotify:album:4XYSf2qmvzh7gsnQVWmnL8,270306,Live From Blackalachia,Moses Sumney
312,Victoria Monét,spotify:track:0iDuW211AjTsYDPsLxyqX4,spotify:artist:63XBtGSEZINSyXylZxEUbv,F.U.C.K.,spotify:album:5ECJ8Rfo3VvvGz7MeBfhFC,205373,F.U.C.K.,Victoria Monét
313,DijahSB,spotify:track:5Ebu0lwiMFhempIKg1GUAk,spotify:artist:4H9N7llvyhoddyD2oIrXWt,Green Line,spotify:album:4pZN0JVoQx3ikvl6qGzUH6,206000,Green Line,"DijahSB, Terrell Morris"
314,KAYTRANADA,spotify:track:2mykLbf6YfpFmZwUWowZv3,spotify:artist:6qgnBH6iDM91ipVXv28OMu,Caution,spotify:album:4JOlhEazXmlErhrnmABjYZ,155758,Caution,KAYTRANADA
315,Talia Goddess,spotify:track:33EIdFutZm94wGn21s2UfK,spotify:artist:4Otn2nALdNCTFUUExiskqw,Never Wanna Fall,spotify:album:47jhDNokUpt09ggdK7uT4Z,281538,Never Wanna Fall,Talia Goddess
316,Ivy Sole,spotify:track:00EKCASItEc0lfZwzWF34N,spotify:artist:4NcMrSi3B8eUVy6e1Ni3wu,Dangerous,spotify:album:7G39CE2qnxYcW5H2rPlP1K,262841,Dangerous,"Ivy Sole, Kingsley Ibeneche"
317,CHIKA,spotify:track:1KAA0HBL5iuQe45BXhVk9o,spotify:artist:6UtYvUtXnmg5EtllDFlWp8,FWB,spotify:album:22UE2Lc7VdTqbkGmNBtMDu,202840,ONCE UPON A TIME,CHIKA
318,serpentwithfeet,spotify:track:7txZm78LBuKa7oD0YnWt0t,spotify:artist:1O9iHQjrVuiAYOJFCBeFSl,Heart Storm (with NAO),spotify:album:43vZ7lfU9t7EzSeM4e8I0D,193533,Heart Storm (with NAO),"serpentwithfeet, Nao"
319,Syd,spotify:track:18kMrxuEwLL0i4lHnlF5rK,spotify:artist:3jk39CGeaaSO3FPKNx1RUx,Fast Car,spotify:album:1sh8dsfPPlCVXVux5NgX5d,210000,Fast Car,Syd
320,Leikeli47,spotify:track:1lAGdqI4Wwa8G0XTP6VqHl,spotify:artist:0DtXHIvJ8NWBg5pGvsgWnR,Girl Blunt,spotify:album:69GP3by8YMB8yz0pG03DWl,205480,Acrylic,Leikeli47
321,rum.gold,spotify:track:5PPzJ8kLOfIftp75EnrT1z,spotify:artist:4mErKO4g29SXtBwj4S80aB,Greed,spotify:album:4IljiFpC1WkmcFkQUbuL8L,225853,Greed,rum.gold
322,Dua Saleh,spotify:track:7BDQqjYCBiqtEuDzWtUaln,spotify:artist:2DGBzoOLcKLK3eWxFyugdB,macrodosing - Spotify Singles,spotify:album:5TGRGz8e1vdknsuShTrBZr,170897,macrodosing - Spotify Singles,Dua Saleh
323,Arlo Parks,spotify:track:36qo9oMO8yRrZMsDcd5x83,spotify:artist:4kIwETcbpuFgRukE8o7Opx,Green Eyes,spotify:album:4EXAihXfy75Ly68SzicZUp,197524,Green Eyes,Arlo Parks
324,Shygirl,spotify:track:5n2xMZmypRAUKW4PkTMy9A,spotify:artist:3M3wTTCDwicRubwMyHyEDy,Firefly,spotify:album:3JywE0BWNUCTqvd9IWshdp,198625,Firefly,Shygirl
325,Jamila Woods,spotify:track:1RwK5al4DKxgHQ234mKbwB,spotify:artist:4UodukR17NIQfNu5uaqm9B,SULA (Paperback),spotify:album:54gPc2awVOFQyZjJi6dB3s,255906,SULA (Paperback),Jamila Woods
326,Frank Ocean,spotify:track:4S4Mfvv03M1cHgIOJcbUCL,spotify:artist:2h93pZq0e7k5yf4dywlkpM,In My Room,spotify:album:71VX8yv9T2hNIYVZJVUWVp,133680,In My Room,Frank Ocean
327,MK xyz,spotify:track:5E7D6pwvNV7oOYEoVQaL38,spotify:artist:3vwC5qKVfZGqWAXzwrqCe0,One Time,spotify:album:23nTkOwxgL10bRmFMjEYRY,156909,Sweet Spot,MK xyz
328,Shamir,spotify:track:1HxXq8uBgSy8Yg1vicBVTe,spotify:artist:7JgXEHI1oEiQICAMeCsKTj,Ocean Eyes,spotify:album:0GBQupF71RGHBKTR4w7e7m,203727,Ocean Eyes,Shamir
329,Brittany Howard,spotify:track:5bTaLbpRK8aJvqf2xHlwa7,spotify:artist:4XquDVA8pkg5Lx91No1JxB,Georgia,spotify:album:6fbphjr9j57oxMB2bnhzUf,198056,Jaime,Brittany Howard
330,rum.gold,spotify:track:02nZeTbm2dRHisH6qsUM5E,spotify:artist:4mErKO4g29SXtBwj4S80aB,Waiting For (feat. Jamila Woods),spotify:album:4l165PoCFHBzfg88mpC68n,200214,aiMless,"rum.gold, Jamila Woods"
331,Dyllón Burnside,spotify:track:617rg45LEx76r1paWSNpZy,spotify:artist:70P3P13wKq4OwV4JlnrCiV,Heaven,spotify:album:4yursmWYHfO2gpvwszJq7x,165600,Heaven,"Dyllón Burnside, Daley"
332,Cakes da Killa,spotify:track:6B3NBWtTa7WuPILwpAz6D5,spotify:artist:6MoQZOH2KnQrJhVtO9VoXC,Don Dada,spotify:album:4j8I2IA2VLSYqDCJ0FydNb,185434,Don Dada,"Cakes da Killa, Proper Villains"
333,KAYTRANADA,spotify:track:23zOqixUia8E5BVMYHXL0c,spotify:artist:6qgnBH6iDM91ipVXv28OMu,Culture,spotify:album:5FQ4sOGqRWUA5wO20AwPcO,248906,BUBBA,"KAYTRANADA, Teedra Moses"
334,Saucy Santana,spotify:track:6nQ1B216Liiydhgn2gar0o,spotify:artist:2NfwGBr2swqZ1rzE3kAV23,Material Girl,spotify:album:1bdjA6LpTF8vkWLK983MRx,188965,Imma Celebrity,Saucy Santana
335,Tayla Parx,spotify:track:3QjPHa7u2qcg0WyHjyPtvw,spotify:artist:1LzWWI9v4UKdbBgz8fqi15,Residue,spotify:album:0xwHIshrIHKewaygYFaDBa,146333,Residue,Tayla Parx
336,Joy Oladokun,spotify:track:53SqnMF0OIZtQWyjvQpFqr,spotify:artist:7rrTqtOUOwva4sgTx9C9F9,jordan,spotify:album:6AsNNdORDTgvDgL2Dz2W88,241196,jordan,Joy Oladokun
337,Baby Tate,spotify:track:65HXJWOYBX2pFpdtusWRiV,spotify:artist:3IJ21966TwNZI24MwZHMu4,Dancing Queen,spotify:album:47QCUgKloZqFa0ldcUZiff,193076,Dancing Queen / Yasss Queen,Baby Tate
338,BAMBII,spotify:track:5z9Odpd6Dxm4E59hVyXUSS,spotify:artist:6kf69CwzgodrETRgzcjX95,Nitevision,spotify:album:5y8xwWSEoJKTC0HrMBbNBH,133000,Nitevision,"BAMBII, Pamputtae"
339,Orion Sun,spotify:track:1ciQU7ZQGHq129m3njp9en,spotify:artist:2efrqekWSHlvhATD50AG3m,dirty dancer,spotify:album:6aO0vMIga31GSawF5f0pMZ,169720,dirty dancer,Orion Sun
340,Pauli The PSM,spotify:track:5dI0fDIw367KbZH5LUieJE,spotify:artist:0REk2fMEqOBQKenqZv4sgp,Cowgirl (Creeping),spotify:album:30wxTobcgSrrzXPWnZVIor,169251,Cowgirl (Creeping),Pauli The PSM
