,artist_name,track_uri,artist_uri,track_name,album_uri,duration,album_name,artists
0,Kadie Elder,spotify:track:72ey4Cr2eXXwH9IMlhzuCV,spotify:artist:6y2lKfMfaxfcEmHwU058FG,First Time He Kissed a Boy,spotify:album:1GYbbLzBosZi7MLG12iasq,187977,First Time He Kissed a Boy,Kadie Elder
1,Matt Alber,spotify:track:3vsHwtwcRXjwejyfKgj6dX,spotify:artist:3v2p34eAq6fINTEyJ1w2vK,Handsome Man,spotify:album:5ysULa9YY0ccEAZtxklzln,240920,Wind Sand Stars,Matt Alber
2,Steve Grand,spotify:track:7i2xzOJU1O7hrP8kqqBchZ,spotify:artist:0oqk73d6vKVx8Ekz4onThW,All-American Boy,spotify:album:40nTEfg3tTj1bptrG7IQU0,297410,All American Boy,Steve Grand
3,Adam Lambert,spotify:track:44aN5xKL3kGHvQ5bXVk6B8,spotify:artist:6prmLEyn4LfHlD9NnXWlf7,Ghost Town,spotify:album:3kaQUt8Mp906u1fI0LDqO6,208330,The Original High (Deluxe Version),Adam Lambert
4,Queen,spotify:track:09jZZLarDD6MI3eT3ujsEL,spotify:artist:1dfeR4HaWDbWqFHLkxsg1d,I Want To Break Free,spotify:album:5Ck5a5KpFGdl6evWX5ENo8,200973,The Works,Queen
5,Soft Cell,spotify:track:1tVzVPIcCFz5QUMGLPHJEc,spotify:artist:6aq8T2RcspxVOGgMrTzjWc,Tainted Love,spotify:album:1GfUA3buY8Ref28escKLrC,156906,Tainted Love / Where Did Our Love Go,Soft Cell
6,George Michael,spotify:track:1SKApv6ZfJ9bkUxeRObJEF,spotify:artist:19ra5tSw0tWufvUp8GotLo,Freedom! '90,spotify:album:3coLNlyStg9h7f8CZ103Rl,388400,Ladies And Gentlemen... The Best Of George Michael,George Michael
7,Elton John,spotify:track:5nPdMALTEd7HOjn16oNf2X,spotify:artist:3PhoLpVuITZKcymswpck5b,Don't Go Breaking My Heart,spotify:album:6tKgjhjWDMVlgb3a6KoI1x,275440,Rock Of The Westies (Remastered),"Elton John, Kiki Dee"
8,Troye Sivan,spotify:track:71T7xF5wLbDRg76jxAwDqA,spotify:artist:3WGpXCj9YhhfX11TToZcXP,My My My!,spotify:album:6W9vAihnwRgnRJ7griWzLE,204726,My My My!,Troye Sivan
9,Kevin Abstract,spotify:track:1AUA7JlrARv430PUJRK0Lp,spotify:artist:07EcmJpfAday8xGkslfanE,American Boyfriend,spotify:album:1yyCXBEu27Ia1Y3torWIwC,238248,American Boyfriend: A Suburban Love Story,Kevin Abstract
10,BROCKHAMPTON,spotify:track:0dWOFwdXrbBUYqD9DLsoyK,spotify:artist:1Bl6wpkWCQ4KVgnASpvzzA,BLEACH,spotify:album:5c2AzoNyr46fCQM5d8mxE0,273151,SATURATION III,BROCKHAMPTON
11,Passion Pit,spotify:track:52a6VcF23v5HB7KfDEmBHq,spotify:artist:7gjAu1qr5C2grXeQFFOGeh,Carried Away,spotify:album:14JU5SskmcyckE5I8PY6lv,221973,Gossamer,Passion Pit
12,Neon Trees,spotify:track:0l4DTppOxy7NUaEcwXuOb6,spotify:artist:0RpddSzUHfncUWNJXKOsjy,Animal,spotify:album:6oZ5iDw1LT25svEK0g5OqT,212306,Habits (Spotify),Neon Trees
13,Taylor Bennett,spotify:track:6m3ZXs465Rt4Tc1iiLktXL,spotify:artist:6CqjoQyGZlnhnq5gAUz92c,Broad Shoulders (feat. Chance the Rapper),spotify:album:61KTKfjFX7exj2Od31ulYA,227263,Broad Shoulders,"Taylor Bennett, Chance the Rapper"
14,Simon Curtis,spotify:track:0kW7NQraFEyAhXqaE4cZG0,spotify:artist:4OfvUFjzAjXY8XSWd8MBTE,Flesh,spotify:album:2RUxofdTrjaWmYVnstbP5r,260000,R∆,Simon Curtis
15,The Irrepressibles,spotify:track:33vDXztradlEuqKLz5BRRZ,spotify:artist:1v5bOzXbhrQ57qSvRwGA6s,Two Men In Love,spotify:album:762A3Z51nqkzTN4HgOY9Cs,386773,Nude,The Irrepressibles
16,R.E.M.,spotify:track:4PLqctGITm4ve4K9bM1IfV,spotify:artist:4KWTAlx2RvbpseOGMEmROg,At My Most Beautiful,spotify:album:0NmRiwPIW27JPyoxcwil4z,215200,Up,R.E.M.
17,MNEK,spotify:track:40hcwo4kW02HIZjqwQ2X27,spotify:artist:7uMh23xWiuR7zsNkuNcm2G,Tongue,spotify:album:03TzmqRbP0Cv3KSLJERC3W,210266,Tongue,MNEK
18,SAKIMA,spotify:track:1ZMlftjHNDc9R9bT4pvYZw,spotify:artist:2tg1rWk2rWaltTk0baRjRu,Daddy,spotify:album:6HYn6xlkH5FaJAdFMlyBlI,152079,Ricky,"SAKIMA, ylxr"
19,Jay Brannan,spotify:track:1IW103k42IhJUyFyJ2hkHF,spotify:artist:2F3dZJv3K7T5sLthbp8vYa,Housewife,spotify:album:6PWMQlQPIQPkfGsqxfmZHl,211000,goddamned,Jay Brannan
20,Kele Okereke,spotify:track:1X2VBvWQBA7Y3qFF7KorvG,spotify:artist:4ofO3LyUh6kDM3CTLQasFi,My Guy,spotify:album:1Roqqh9z76dk77g98fiR2E,175560,Universal Love - Wedding Songs Reimagined,Kele Okereke
21,Pet Shop Boys,spotify:track:6HOV3fW5QwECw9YhX58L6V,spotify:artist:2ycnb8Er79LoH2AsR5ldjh,The Night I Fell in Love,spotify:album:5Frq3X2u8cFxA4Bqw8WuL6,304733,Release,Pet Shop Boys
22,Anthony Rapp,spotify:track:3mGyukUfF0uuqXKZbTiPLs,spotify:artist:3GZGJ33pJdAdUL6IQpK8mR,Just Some Guy,spotify:album:7GbmpJ8asvT4bRWznKaevF,242800,Look Around,Anthony Rapp
23,REINDIER,spotify:track:1jeCieFpiT2HthFcMsmEIt,spotify:artist:7B8bcaveMV31zAvok466cK,My Man,spotify:album:2rgH3RktfyVtgEuXGH2x1g,228443,Porcelain EP,REINDIER
24,Shamir,spotify:track:6uV6ez9OSICy0bjBCXcIa7,spotify:artist:7JgXEHI1oEiQICAMeCsKTj,Straight Boy,spotify:album:6w8ykI1LU5XdcXOsmxzW4y,266098,Revelations,Shamir
25,Ezra Furman,spotify:track:2ODYENAvi3VSpQDZ2EDTdP,spotify:artist:1uR7zoLrSRI8bSL43OZ0GY,Suck the Blood from My Wound,spotify:album:3avy9ZvrDRdDQKRcf1kJ6V,289000,Transangelic Exodus,Ezra Furman
26,Bronski Beat,spotify:track:7grRm718788MzsonGq4Y1M,spotify:artist:2wpWOzQE5TpA0dVnh5YD08,Need a Man Blues,spotify:album:6OMYQUITdN6wBaWfEtgooI,259959,The Age of Consent,Bronski Beat
27,The Hound,spotify:track:11C9z1X31MdAJVIRhovvlb,spotify:artist:42aDBJiUp52rpu0bTVlaES,Can't Let You Go,spotify:album:2fHVHSWepiDEIL0mk6W0XN,212544,Can't Let You Go,The Hound
28,Ludlow,spotify:track:4a3wmS6P1kaKA3zNArL0Bt,spotify:artist:1M53T7uktQTvgqM2ui1fui,Nobody Tell a Name (feat. Raury),spotify:album:2XXqBkpXDNhUQw9K4fNj8t,168333,Restoration of an American Idol,"Ludlow, Taylor Bennett, Raury"
29,Dani Umpi,spotify:track:0oXAx3Gj3yW6C8DgoSrRis,spotify:artist:1KYLoFQ7Cwm4eOHruB5OMI,Tebas,spotify:album:5kO3TdH1b1dXZYAhoKYokv,235946,Lechiguanas,Dani Umpi
30,Scissor Sisters,spotify:track:154Ada4WZXskIMnsKiy26u,spotify:artist:3Y10boYzeuFCJ4Qgp53w6o,Let's Have A Kiki,spotify:album:2P12s0AcooZGvM6mfgeuw3,230165,Magic Hour (Deluxe),Scissor Sisters
31,morgxn,spotify:track:4I1o10KjPFASPtaFZbwFJ9,spotify:artist:034u8Qcs47NHkRQXaWkLXW,me without you,spotify:album:07hIcfKFcbsOSWpvsGslyE,218293,vital,morgxn
32,Todrick Hall,spotify:track:3eOYEYe2VUsiOSCW53OiZv,spotify:artist:0gBvuNzrFCOVaiyKexoYMH,Wrong Bitch,spotify:album:1abVmBsdc82pIj9CQu7cN0,158222,Straight Outta Oz,"Todrick Hall, Bob the Drag Queen"
33,Perfume Genius,spotify:track:52WTLETEHs5jwCr7LCq0VW,spotify:artist:2ueoLVCXQ948OfhVvAy3Nn,Queen,spotify:album:28FxHb9OJRzAch4DwUUsaT,230719,Too Bright,Perfume Genius
34,Ricky Martin,spotify:track:0Ph6L4l8dYUuXFmb71Ajnd,spotify:artist:7slfeZO9LsJbWgpkIoXBUJ,Livin' la Vida Loca,spotify:album:1k1Cr3nlJDa8pvwZUJ5xfj,243160,Ricky Martin,Ricky Martin
35,Rob Halford,spotify:track:55PV263YZXsyel112pUSus,spotify:artist:7CTjkl9M3enzBBfm1u10Sy,Into the Pit,spotify:album:7auGe292qh4AdxxcHP1cYc,258066,The Essential Rob Halford,"Rob Halford, Fight"
36,Benjamin Gibbard,spotify:track:2AjsMkPcC7mCs5F2E00taI,spotify:artist:4CvZd3qzC2HbLxAoAEBRIL,And I Love Him,spotify:album:1Roqqh9z76dk77g98fiR2E,162933,Universal Love - Wedding Songs Reimagined,Benjamin Gibbard
37,Sam Smith,spotify:track:0TdKJnJqeONlGZpfI1Wn93,spotify:artist:2wY79sveU1sp5g7SokKOiI,HIM,spotify:album:3XftSbguntyRTBQaGItmfK,190087,The Thrill Of It All (Special Edition),Sam Smith
38,Tom Goss,spotify:track:0GxoJnPp5dsEPsRJYNfkA0,spotify:artist:1zLAXcROEhMZL9IhVu5Vvh,You and I (Against the World),spotify:album:3PBeTKsxF3idVPTsFUTJaY,240426,Lost Songs and Underdogs,Tom Goss
39,Joey Graceffa,spotify:track:5sBdbAZ2a2LJ775CsbkM2h,spotify:artist:50zhmSD9wi3LHamXKx8A2W,Don't Wait,spotify:album:7vynUmVpp3L0DIcLKAIOXO,205624,Don't Wait,Joey Graceffa
40,jesse saint john,spotify:track:76y30KySh3KiupEIi1SgVM,spotify:artist:7wTIHB7Udnj65nMz4R5bj9,MOVE,spotify:album:2dxZqZnhMn7K8ukYBqucDp,151728,MOVE,jesse saint john
41,Trevi Moran,spotify:track:1MEmb7n1ZB73kCRcYRFg4i,spotify:artist:2mMuXvJVBA9Ft34x9WYpP2,Sinner,spotify:album:3KrRy9Oo1aF593LZqaJGLF,225306,Sinner,Trevi Moran
42,PWR BTTM,spotify:track:6shhReGKYdzCXtXxCIc1dF,spotify:artist:5712BvYQ5m5Wcah576OFH4,I Wanna Boi,spotify:album:3FrmJL0ehkWgUM2qVXfT2h,122972,Ugly Cherries,PWR BTTM
43,Geo Louis,spotify:track:6mGPEWerSOpuPaV0ngZOAP,spotify:artist:6i8FXSvzOusj0ZrMtX8Cif,Him,spotify:album:2AZQ50htG3veYXaqNlXLbi,223139,Him,Geo Louis
44,Frank Ocean,spotify:track:7DfFc7a6Rwfi3YQMRbDMau,spotify:artist:2h93pZq0e7k5yf4dywlkpM,Thinkin Bout You,spotify:album:392p3shh2jkxUxY2VHvlH8,200746,channel ORANGE,Frank Ocean
45,Keiynan Lonsdale,spotify:track:7aTY1ZcvGVPy8B9hqjeER5,spotify:artist:0tkkz8CmkHga4YZgSHEDVl,Kiss The Boy,spotify:album:6r99nrS4l5OKF1CD03WoNi,261547,Kiss The Boy,Keiynan Lonsdale
46,Mykki Blanco,spotify:track:0XsCES6ZULNT2cfAuMzfp2,spotify:artist:2tSv9mEQSuNVMGr9qjYfkr,Wish You Would (feat. Princess Nokia),spotify:album:4C8Tr5NjjrfkuJgdV0sKNI,172953,Spring/Summer 2014,"Mykki Blanco, Princess Nokia"
47,Big Freedia,spotify:track:1nMTBjKdCNPQoZdxsxzTLE,spotify:artist:2gyv1akuIB9fQvXoGSPaJr,Booty-Whop,spotify:album:0e6OBPayhe2ljUVUk2T3Py,218252,Booty-Whop,Big Freedia
48,KAYTRANADA,spotify:track:33pDmPx2pkJ7JCAQpRDQ9B,spotify:artist:6qgnBH6iDM91ipVXv28OMu,GLOWED UP,spotify:album:1dZZh7PvVgce1DDsDPzy8Z,298026,99.9%,"KAYTRANADA, Anderson .Paak"
49,Left at London,spotify:track:3k1xI9HUi76EEhKkWxYtbe,spotify:artist:3xPCFC8f7U3raEXOXQ3MrE,I DONT TRUST U ANYMORE,spotify:album:64h5qsiQY7u3uk4vp5aexa,151562,I DONT TRUST U ANYMORE,Left at London
50,Kalifa,spotify:track:6rVDRQphQlrdylUGMh7FaH,spotify:artist:0e53LR6d2xTKZz9om9ZGyO,Hey,spotify:album:1v8Py9AQuLOfJTzKsTtHy8,202557,Hey,Kalifa
51,Grizzly Bear,spotify:track:0iTpQYzJnYgh7kIxyq8A2O,spotify:artist:2Jv5eshHtLycR6R8KQCdc4,Two Weeks,spotify:album:6FIFqclBriPCb0SjWDaHIk,243160,Veckatimest,Grizzly Bear
52,Superfruit,spotify:track:6zJznQATy5aYSduaMgHIxA,spotify:artist:50VoYemccTaftNfFqWtlXd,Heartthrob,spotify:album:0Nq4Sve58GRDINSpbFMyz6,178946,Future Friends,Superfruit
53,Xiu Xiu,spotify:track:4bAKDSZrZhnyVu3IcjAYLF,spotify:artist:5JLqvjW3Nyom2OsRUyFsS9,I Luv the Valley OH!,spotify:album:0QvaodKwwxgNZDxkmafO1w,179133,Fabulous Muscles,Xiu Xiu
54,Calum Scott,spotify:track:4yFsOEAtQXXyi0iK9VHjOp,spotify:artist:6ydoSd3N2mwgwBHtF6K7eX,Dancing On My Own,spotify:album:7svCjsI5rs6xm58d82z5Pl,260285,Only Human (Deluxe),Calum Scott
55,Cakes da Killa,spotify:track:1RsMNYWrNLEP28BHIMsoK9,spotify:artist:6MoQZOH2KnQrJhVtO9VoXC,Gon Blow (feat. Rye Rye),spotify:album:6Od4fzT5IooQiJhnfkfD02,215727,Hedonism,Cakes da Killa
56,Owen Pallett,spotify:track:03zkV1n3YFxKdSN4DxuOjy,spotify:artist:77Rj6PHmQJFb8nbSH62y68,Lewis Takes Off His Shirt,spotify:album:10CBKFjUjk1VxnY304125O,308480,Heartland,Owen Pallett
57,Anye Elite,spotify:track:4rd5odNUtqDt9VcvQ9raw0,spotify:artist:5lznL4YxKi4520fRnNm7n9,No Faux,spotify:album:3BaozVOmr8J4MTFcMRoZHC,192940,No Faux,Anye Elite
58,Abdu Ali,spotify:track:2RlVJ3xzpcoKUBdEq1Kbfq,spotify:artist:1sCfVwDw9jhng9PUMNcqlo,Chastity,spotify:album:0NcfRGpK7exvrTi3SdUY1z,234000,Chastity,Abdu Ali
59,Chris Garneau,spotify:track:7qyjBsueqlRQq3WstuxfiC,spotify:artist:6N6oxcjNigJQq0RWeC49Rg,Between the Bars,spotify:album:659TApNaySiUmoXd8qBoJS,185626,C-Sides,Chris Garneau
60,Bloc Party,spotify:track:2PAhcPwab2sJz340QHtunD,spotify:artist:3MM8mtgFzaEJsqbjZBSsHJ,This Modern Love,spotify:album:0urhQCsjpczjC8zbTMtd8t,265706,Silent Alarm,Bloc Party
61,Years & Years,spotify:track:1oTPwGPqIRkJeTYAMmXF2W,spotify:artist:5vBSrE1xujD2FXYRarbAXc,Desire,spotify:album:7BZ81dThqcxbFTXKY36Oek,206773,Communion,Years & Years
62,Pansy Division,spotify:track:7Gjze5dPQjujzoHGOQReWT,spotify:artist:5OyEfwMlXpCWU8dWVENGgm,Fem in a Black Leather Jacket,spotify:album:3FQM6XQYuV0CMKzs1jTTBF,124316,Undressed,Pansy Division
63,Jeffree Star,spotify:track:2fcI0o9CkhBdOWcfGP38El,spotify:artist:0ZVqyfTk5GaaRiQNQaW9jg,Get Away With Murder,spotify:album:1IEp1xslZyXrQzK3IRj8Bm,222706,Beauty Killer,Jeffree Star
64,MIKA,spotify:track:6wCO5ogfiksJRDpYysqhKE,spotify:artist:5MmVJVhhYKQ86izuGHzJYA,Good Guys,spotify:album:6zVIADLuIrdkiChta3XiSo,203480,No Place In Heaven,MIKA
65,Village People,spotify:track:3ypMsqUwfNFMiooMLVHfkp,spotify:artist:0dCKce6tJJdHvlWnDMwzPW,YMCA,spotify:album:4oIOg6AgN5cTIQPk00RAWS,202573,Can't Stop the Music (Original Soundtrack 1980),Village People
66,Vardaan Arora,spotify:track:3QWkLrNoZX1Kze2uwpZl8I,spotify:artist:5W2Oohe20LNWXAqq5aOaP2,What If,spotify:album:3FTy3iS7E2tccOR8Y1hNIz,206609,What If,Vardaan Arora
67,whatever mike,spotify:track:0d16jLB3r6nJlxmYFJGGbr,spotify:artist:5BhvG9bggFHpnuUkl5SnKw,R U Mad,spotify:album:7MFJzsXDKYX7sUBjZHJt3M,155077,R U Mad,whatever mike
68,Solomon Ray,spotify:track:7oRehVEscTe3bd9rN6f2f1,spotify:artist:6bSsC4nmXp8XTMbTO4CnkV,Así Así,spotify:album:2qDKkh1g4CmOJUGyGt1gQr,217800,Así Así,Solomon Ray
69,Wham!,spotify:track:0ikz6tENMONtK6qGkOrU3c,spotify:artist:5lpH0xAS4fVfLkACg9DAuM,Wake Me Up Before You Go-Go,spotify:album:02f3y3NTsddjdUMoNiBppI,231333,Make It Big,Wham!
70,Culture Club,spotify:track:1I6q6nwNjNgik1Qe8Oi0Y7,spotify:artist:6kz53iCdBSqhQCZ21CoLcc,Do You Really Want To Hurt Me,spotify:album:4y1hBzoffx9DaGXbObeC2w,262173,Kissing To Be Clever,Culture Club
71,Solo,spotify:track:788aTAxOROOTwsappixnbv,spotify:artist:5E5QWi6shjVx5yOFa0t7Gx,Hit Me With A Kiss,spotify:album:7dhacE5821DPJ9OtIT5sDM,218080,Songs 'N Sounds,Solo
72,Patrick Wolf,spotify:track:4ejutbOF6Ksm9QKj8u0O2j,spotify:artist:6s92YZUPkTK1HL1WIGrPKE,House,spotify:album:2flDVPf3Zo7igod40wQNlk,198973,Sundark and Riverlight,Patrick Wolf
73,Sylvester,spotify:track:3j1fs2X0ibiihnM4Fd4A2D,spotify:artist:5TGTpu4g8siFOIctZuQO7y,You Make Me Feel (Mighty Real),spotify:album:0yltJZ7nTGw97P0Fm7VhX8,395573,Step II,Sylvester
74,Bleachers,spotify:track:4xYzcWOLM685vCa5AkJXe9,spotify:artist:2eam0iDomRHGBypaDQLwWI,Alfie's Song (Not So Typical Love Song),spotify:album:7mxEr6CfzmRQN3c7PoAQIP,181078,Alfie's Song (Not So Typical Love Song),Bleachers
75,Lex Allen,spotify:track:6Fcbxir33raTejFj909F77,spotify:artist:7atE55vExM4e6UD6ZqpqMa,Bitch U Fabulous,spotify:album:3ZZvR0UIyib6ncOiWHuwCB,186000,Table 7: Sinners & Saints,Lex Allen
76,Hercules & Love Affair,spotify:track:0AzqLBEmqqc7LpGbC2wLG9,spotify:artist:1WHoAjAWGx5qLsgzpaOk7W,I Try To Talk To You,spotify:album:7nzzw3jQeC2X1k9BdDI0Th,249839,The Feast Of The Broken Heart,"Hercules & Love Affair, John Grant"
77,Adam Joseph,spotify:track:7rEANZC972dKQoM1OjZz2d,spotify:artist:2Dymd4r1i4EfE8iooyCi1L,Linda Evangelista (feat. Aja),spotify:album:2CAcUQnQMU4x8lqH3vdd3a,196875,Linda Evangelista,"Adam Joseph, Aja"
78,Will Young,spotify:track:3ncFFKyZYIfiWNaOqvSUKz,spotify:artist:2U6gqwyl9F33YxawnFrZG7,Light My Fire,spotify:album:6cX5XwYMwa4AoYC6Eyy25j,209826,From Now On,Will Young
79,Vampire Weekend,spotify:track:5dKBaysNJtfpyNTRa5lqDb,spotify:artist:5BvJzeQpmsdsFp4HGUYUEx,A-Punk,spotify:album:5oXBmKbyJeQftWMo87cQ9F,137760,Vampire Weekend,Vampire Weekend
80,Ty Herndon,spotify:track:5am4DKPeHi3aLPzEtqPBAZ,spotify:artist:1Fj0R2t4HaJa3oUe8azB8R,What Mattered Most,spotify:album:6JaWECEWqHuJzq0ir3HL30,220866,This Is Ty Herndon: Greatest Hits,Ty Herndon
81,Erasure,spotify:track:2RVQIq7bLi4Eu6xHPyQ46t,spotify:artist:0z5DFXmhT4ZNzWElsM7V89,A Little Respect,spotify:album:7BS88XlHgbYq4bEnO6sICd,213373,The Innocents,Erasure
82,Eli Lieb,spotify:track:4NWGK3Shpzn6xy8y413taO,spotify:artist:2SLFbFpW4nXuc76m37gTfy,Safe in My Hands,spotify:album:17sIiwi6n87jCKk8mEO20T,201355,Safe in My Hands,Eli Lieb
83,Lil Peep,spotify:track:7hf89cT5FEmLV5E9fjrjG7,spotify:artist:2kCcBybjl3SAtIcwdWpUe3,beamer boy,spotify:album:69nnJOr40uKMOFvB1sSKLp,203373,beamer boy,"Lil Peep, Nedarb"
84,Sebastian Castro,spotify:track:2LiHG9iCXfu3BwvDxCZrpL,spotify:artist:6ZzH0oXkfj1TLWO8pDrkWi,You're Gay,spotify:album:07RREvtvQaa32GyvvSPPCh,189936,S.E.B.,Sebastian Castro
85,Wrabel,spotify:track:3vHTlIT5uIilAFf6Cy69tr,spotify:artist:7r2uG6BlFXKcwmh9ItqlII,Bloodstain,spotify:album:3zRgSbaggJiEhh8IeZtAfG,168093,Bloodstain,Wrabel
86,Dead Or Alive,spotify:track:0BB9eUBBaaX6GALSYNcEp7,spotify:artist:5WWSL6rElJeUk3Uc1S2RyD,You Spin Me Round (Like a Record),spotify:album:0HEKWtu7St3tKgZDKZsX90,196800,Youthquake,Dead Or Alive
87,Jake Shears,spotify:track:0yQZ4BDiqzrMIlypQqkHRa,spotify:artist:6prqlx3RqGdTYsXANXDCR1,Creep City,spotify:album:5llyvamnmMUvWePjTxQPM5,205186,Creep City,Jake Shears
88,Rainbow Kitten Surprise,spotify:track:0ZAbupc7jAQpG9IxojQ3s3,spotify:artist:4hz8tIajF2INpgM0qzPJz2,Cocaine Jesus,spotify:album:2aaWMtuGxw17AZpKhZGdXQ,229666,RKS,Rainbow Kitten Surprise
89,Ten Ven,spotify:track:5mwd7PvG7Q3sBBv85FIAVO,spotify:artist:0ZSLz27xUnI816MMtYfLMI,1 Bad Bitch,spotify:album:4miR8VuZxBISHa6WjrZwNE,301950,1 Bad Bitch (Ten Ven & Ripley Vs. Zebra Katz),"Ten Ven, Ripley, Zebra Katz"
90,MRSHLL,spotify:track:36YtYKhuTSPwitgehk8f8G,spotify:artist:0seQaFC4HsYcxj5o27Ls45,COME OVER,spotify:album:5Hke2HhBqfrLagtC72bOFN,260000,breathe,"MRSHLL, pH-1"
91,Who Is Fancy,spotify:track:2xSExwwFXzukzOdR6iVYMk,spotify:artist:5QSx2vpiSchSeCwc0qmfNI,Boys Like You,spotify:album:23O8NRd6IvGYh0vutNEHtT,194533,Boys Like You,"Who Is Fancy, Meghan Trainor, Ariana Grande"
92,Tyler Glenn,spotify:track:4fTS0P8uM3Tn2WBkU57M7l,spotify:artist:5XCujjq919BFXTnjyyDpiE,Trash,spotify:album:6Wy2fOHFH90riocdTcRtkq,215520,Excommunication,Tyler Glenn
93,CSS,spotify:track:7FmngwBTy8EYg7Jp7fRD5p,spotify:artist:2K13AVg3bFpHSxDM1vJ0qA,City Grrrl,spotify:album:2399wtgmT74ZEsMfyJTjKX,264373,La Liberación,"CSS, Ssion"
94,Sam Vance-Law,spotify:track:6TAY6u01ro1efYGh7xOmyR,spotify:artist:2M5w5QrYTg2yiuURwaQLEF,Prettyboy,spotify:album:2JwsiJGdLkphNmturxAcQS,298106,Homotopia,Sam Vance-Law
95,Doug Locke,spotify:track:4DeVJgjmcYsD23KzOkfgTA,spotify:artist:2F633vOMnlOtx8cIYh0f5G,#ThisCouldBeUs,spotify:album:2219CR6sDF4ydoJzuQJHTq,209684,#ThisCouldBeUs,Doug Locke
96,Brendan Maclean,spotify:track:1V59IszS3oRC9nt46jhJey,spotify:artist:7bFb3qT35kK9wSeZZ7pwCj,The Feeling Again,spotify:album:5xwYrFhPtiLfSQAY1fjHdv,253466,Thought I'd Cry for You Forever,Brendan Maclean
97,Lavender Country,spotify:track:1jbApNPzkuo1U0ZaZZ7Tb9,spotify:artist:3UAkA4R9JwTDsWSvtKqJtP,Back in the Closet Again,spotify:album:50DlqQtKUTx7zv4RHbCk7R,213208,Lavender Country,Lavender Country
98,Kidd Kenn,spotify:track:5XUJ4DIZNBu77aq19kSsQv,spotify:artist:5dkb0qOeUicNVLZKRGG92m,Fake Shit,spotify:album:4cSpFD8ANreLAHuDA8yiE4,214047,Fake Shit,Kidd Kenn
99,Lyon Hart,spotify:track:0uU2ytjUEk7LNZYvfR6GlG,spotify:artist:0ONZl6KXUDfebeJILKj42o,Falling for You,spotify:album:59Ep17VnV131bWMxqsZ6Ns,205401,Falling for You,Lyon Hart
100,LEOPOLD,spotify:track:5SovbUuzIAB6eVStOWYUNA,spotify:artist:2HitUvk40lssir4iFwElKb,Warning Signs,spotify:album:3eNvRPOCWjaY4v076UOx3S,178157,Warning Signs,LEOPOLD
101,LEOPOLD,spotify:track:7onnVaTTV6Qsp2C8pZIx5c,spotify:artist:2HitUvk40lssir4iFwElKb,Breathe Out,spotify:album:7KRiBVBRGF7j12o8gnY2Em,166666,Breathe Out,LEOPOLD
102,Lady Gaga,spotify:track:24ySl2hOPGCDcxBxFIqWBu,spotify:artist:1HY2Jd0NmPuamShAr6KMms,Rain On Me (with Ariana Grande),spotify:album:4TqgXMSSTwP3RCo3MMSR6t,182200,Rain On Me (with Ariana Grande),"Lady Gaga, Ariana Grande"
103,Lil Nas X,spotify:track:67BtfxlNbhBmCDR2L2l8qd,spotify:artist:7jVv8c5Fj3E9VhNjxT4snq,MONTERO (Call Me By Your Name),spotify:album:2Hjcfw8zHN4dJDZJGOzLd6,137875,MONTERO (Call Me By Your Name),Lil Nas X
104,MKSM,spotify:track:0VzyUZi9jb8Ytj0l3HsWBM,spotify:artist:6PrTFzpmEtnqnQzmIYcWjN,Shared Room,spotify:album:6gai3NOHqLyTHFKoyWLrfJ,185850,Shared Room,MKSM
105,LEOPOLD,spotify:track:5pqgylYeVxCxAarBkBOttq,spotify:artist:2HitUvk40lssir4iFwElKb,Pink Rebel,spotify:album:5WR0PN6MdaqXoENoyeAiHS,146233,Pink Rebel,LEOPOLD
106,Lady Gaga,spotify:track:30XU4suKzCeoCK9YFzdufg,spotify:artist:1HY2Jd0NmPuamShAr6KMms,Born This Way,spotify:album:6LY3AerY6KNGOPsNPL63Kk,260253,Born This Way (International Special Edition Version),Lady Gaga
107,Adam Lambert,spotify:track:44aN5xKL3kGHvQ5bXVk6B8,spotify:artist:6prmLEyn4LfHlD9NnXWlf7,Ghost Town,spotify:album:3kaQUt8Mp906u1fI0LDqO6,208330,The Original High (Deluxe Version),Adam Lambert
108,LEOPOLD,spotify:track:3FzV60mFMH02pa8Gfg8Emd,spotify:artist:2HitUvk40lssir4iFwElKb,Dehydrated,spotify:album:5rcDCjSZlOf80h9DvxkF3s,180509,Dehydrated,LEOPOLD
109,Andrea Di Giovanni,spotify:track:03sF5nz2cgAYgShbKzNX4N,spotify:artist:6LgSivOZVfHs4mY4TYobQa,Stand Up,spotify:album:6U1eVsjapj48GoDrP7e9TN,171083,Stand Up,Andrea Di Giovanni
110,Lizzo,spotify:track:3Yh9lZcWyKrK9GjbhuS0hR,spotify:artist:56oDRnqbIiwx4mymNEv7dS,Good as Hell,spotify:album:4CA8GvVF7swZafg0zYh9qq,159735,Good as Hell,Lizzo
111,Kim Petras,spotify:track:31k41EAntOsjbRBcAASfiL,spotify:artist:3Xt3RrJMFv5SZkCfUE8C1J,Malibu,spotify:album:7AiqBnEFt4gCA9XpKUoZRl,191808,Malibu,Kim Petras
112,LEOPOLD,spotify:track:6yfjJmCGTfLYtlNr2zUlfb,spotify:artist:2HitUvk40lssir4iFwElKb,Paradise,spotify:album:4RKhyMwEe5W3E3zeEaz5Dn,218142,Paradise,LEOPOLD
