artist_name,id,track_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,artist_pop,genres,track_pop,genres_list,subjectivity,polarity
Rituals of Mine,5NQt10ZQ7X2GIDR0EGcJKR,BURST,0.791,0.57,1,-8.483,0,0.0903,0.669,0.0183,0.119,0.32,112.029,25,indie_electropop sacramento_indie,0,"['indie_electropop', 'sacramento_indie']",low,Neutral
Hayley Kiyoko,5nFyaoBWwwMJ9fv33tZ2MB,What I Need (feat. Kehlani),0.633,0.793,10,-4.126,1,0.055,0.0537,0.0,0.16,0.414,103.97,62,alt_z art_pop dance_pop electropop indie_pop indie_poptimism pop post-teen_pop,60,"['alt_z', 'art_pop', 'dance_pop', 'electropop', 'indie_pop', 'indie_poptimism', 'pop', 'post-teen_pop']",low,Neutral
Tonye,3fbEjW9QwPmyZBtmF3nFWV,Villain,0.727,0.723,4,-3.957,0,0.0495,0.00785,0.00223,0.199,0.7,116.983,7,unknown,3,['unknown'],low,Neutral
KAYTRANADA,0lWmT9NbSJRgFY6g1GHu4e,What You Need (feat. Charlotte Day Wilson),0.789,0.71,10,-6.323,0,0.131,0.0555,0.843,0.0601,0.6,111.038,68,escape_room indie_soul lgbtq+_hip_hop,41,"['escape_room', 'indie_soul', 'lgbtq+_hip_hop']",low,Neutral
PVRIS,2r7NQ3jggLT6KFCrnveX6A,Hallucinations,0.635,0.711,11,-4.742,0,0.0339,0.044,0.0134,0.105,0.563,108.002,62,modern_alternative_rock modern_rock pixie pop pop_emo pop_punk rock,31,"['modern_alternative_rock', 'modern_rock', 'pixie', 'pop', 'pop_emo', 'pop_punk', 'rock']",low,Neutral
Austra,1kqantjg5HlqWuv3ZdLh7d,Beat And The Pulse,0.509,0.906,1,-6.61,1,0.0366,0.0164,0.794,0.0978,0.289,99.998,41,alternative_dance art_pop canadian_electropop chamber_psych chillwave electroclash electronica electropop metropopolis new_rave shimmer_pop,34,"['alternative_dance', 'art_pop', 'canadian_electropop', 'chamber_psych', 'chillwave', 'electroclash', 'electronica', 'electropop', 'metropopolis', 'new_rave', 'shimmer_pop']",low,Neutral
LP,3SqvR3HYLlCTYzbDXJ52OC,Lost on You,0.433,0.724,5,-6.126,0,0.0372,0.1,0.0,0.0918,0.689,174.006,66,la_pop women's_music,69,"['la_pop', ""women's_music""]",low,Neutral
St. Vincent,4L7kaptgY6py2G3nRW9BVQ,Masseduction,0.696,0.598,2,-7.917,1,0.0922,0.00232,0.00115,0.119,0.438,114.989,62,art_pop electropop etherpop indie_pop metropopolis,49,"['art_pop', 'electropop', 'etherpop', 'indie_pop', 'metropopolis']",low,Neutral
Saara Aalto,7wg4XkjkSDZDfSLELES1wR,DANCE!!!,0.766,0.843,5,-4.022,0,0.0728,0.0883,5.69e-06,0.105,0.24,117.054,29,eurovision finnish_idol_pop,16,"['eurovision', 'finnish_idol_pop']",low,Neutral
MUNA,0bPSRn4crnh5f1JhELPlyL,I Know A Place,0.685,0.9,5,-4.626,0,0.151,0.137,0.0,0.2,0.779,111.991,61,art_pop dance_pop electropop indie_pop indie_poptimism la_pop metropopolis pop,59,"['art_pop', 'dance_pop', 'electropop', 'indie_pop', 'indie_poptimism', 'la_pop', 'metropopolis', 'pop']",low,Neutral
Hurray For The Riff Raff,6NnAL3hpHKZWOqXUj2U9pc,Living in the City,0.607,0.742,1,-4.941,1,0.0328,0.142,0.0,0.302,0.844,125.831,43,alternative_country art_pop folk indie_pop indie_rock new_americana new_orleans_americana queer_country stomp_and_holler,27,"['alternative_country', 'art_pop', 'folk', 'indie_pop', 'indie_rock', 'new_americana', 'new_orleans_americana', 'queer_country', 'stomp_and_holler']",low,Neutral
The Blow,0AcZL4zY29jBlVp2lVA23O,True Affection,0.823,0.354,1,-8.809,1,0.0474,0.632,0.0196,0.129,0.21,152.062,29,olympia_wa_indie,0,['olympia_wa_indie'],high,Positive
The xx,1zuKjpp4t7BS8JPKi6mkQr,Angels,0.424,0.157,9,-18.141,1,0.0428,0.95,0.0593,0.101,0.342,91.537,64,downtempo dream_pop indietronica,0,"['downtempo', 'dream_pop', 'indietronica']",low,Neutral
Wild Black,7HlRRZLteNkpJGwhNWeg3I,Moon Star Lover,0.645,0.812,10,-5.937,0,0.0356,0.057,1.25e-06,0.0825,0.845,107.01,2,unknown,10,['unknown'],low,Neutral
Kera & the Lesbians,4FPRWEfHn398H0UaDFzDkq,Witch's Tit,0.548,0.735,10,-5.81,1,0.0955,0.086,0.0,0.361,0.717,151.462,8,la_indie,15,['la_indie'],low,Neutral
No Girlfriends,3TqbEroNHLIDqER2swwG3q,Sheets,0.638,0.639,0,-4.056,1,0.0576,0.000372,0.716,0.114,0.554,87.969,1,unknown,5,['unknown'],low,Neutral
Janelle Monáe,5al9is1AQnaI3lTi20DUG6,Cold War,0.436,0.847,5,-7.584,0,0.086,0.00402,0.00103,0.0965,0.575,159.953,65,afrofuturism alternative_r&b atl_hip_hop dance_pop electropop escape_room neo_soul pop r&b urban_contemporary,41,"['afrofuturism', 'alternative_r&b', 'atl_hip_hop', 'dance_pop', 'electropop', 'escape_room', 'neo_soul', 'pop', 'r&b', 'urban_contemporary']",high,Negative
Cœur De Pirate,4TebWmEYsYpdh3suakII7q,Carry On,0.731,0.806,0,-5.241,0,0.0495,0.246,0.0194,0.282,0.884,123.995,56,chanson french_pop nouvelle_chanson_francaise,21,"['chanson', 'french_pop', 'nouvelle_chanson_francaise']",low,Neutral
Lower Dens,7K1W45RdlsDiKEowF7hJJv,Galapagos,0.523,0.825,2,-6.107,1,0.0317,0.0449,0.00858,0.082,0.334,110.031,33,art_pop baltimore_indie chillwave dream_pop nu_gaze transpop,16,"['art_pop', 'baltimore_indie', 'chillwave', 'dream_pop', 'nu_gaze', 'transpop']",low,Neutral
Screaming Females,5Kd4uMRkIeLJ1xYQ4tBPlf,I'll Make You Sorry,0.443,0.916,4,-5.26,1,0.0467,0.000336,0.0519,0.117,0.619,173.008,37,bubblegrunge indie_punk new_jersey_hardcore new_jersey_indie riot_grrrl,41,"['bubblegrunge', 'indie_punk', 'new_jersey_hardcore', 'new_jersey_indie', 'riot_grrrl']",high,Negative
Christine and the Queens,38UmFlYXLq3ZYxZ28gQGLT,iT,0.568,0.573,0,-7.681,1,0.06,0.315,1.2e-05,0.086,0.655,179.929,58,art_pop electro-pop_francais electropop metropopolis shimmer_pop,0,"['art_pop', 'electro-pop_francais', 'electropop', 'metropopolis', 'shimmer_pop']",low,Neutral
Savages,2UGLwTvRN0CHLAhVlcBjCs,Surrender (Trentemøller Remix),0.692,0.84,2,-9.187,0,0.0443,0.0444,0.634,0.149,0.264,125.007,31,garage_psych modern_alternative_rock,0,"['garage_psych', 'modern_alternative_rock']",low,Neutral
Mount Moriah,6rGGxHtVSLLYNm8AH9tbGt,Younger Days,0.588,0.467,9,-11.301,1,0.0305,0.251,0.000245,0.241,0.641,122.959,17,north_carolina_indie north_carolina_roots queer_country,0,"['north_carolina_indie', 'north_carolina_roots', 'queer_country']",low,Neutral
Shawn Colvin,4mOxpj82q6n3EO7HBZCelX,Sunny Came Home,0.558,0.579,11,-8.05,0,0.0324,0.342,0.00831,0.0989,0.403,167.812,45,austin_singer-songwriter ectofolk folk folk_rock lilith mellow_gold new_wave_pop singer-songwriter,54,"['austin_singer-songwriter', 'ectofolk', 'folk', 'folk_rock', 'lilith', 'mellow_gold', 'new_wave_pop', 'singer-songwriter']",low,Neutral
Rhiannon Scutt,5Qhn6WgCoaS4E8qang2BN1,Stevie,0.426,0.375,1,-9.857,1,0.0523,0.49,0.000209,0.0827,0.615,158.811,1,unknown,3,['unknown'],low,Neutral
FOXTROTT,1OKULlMIHhr4k4118tTUwX,Take Me I'm Here,0.469,0.374,9,-10.626,0,0.0931,0.744,0.000319,0.207,0.284,173.879,23,unknown,7,['unknown'],low,Neutral
Ariane Moffatt,2nTu3jikKUP01bD5GkxgoD,Walls of the World,0.543,0.617,6,-8.874,0,0.0341,0.0634,0.613,0.114,0.434,117.986,37,auteur-compositeur-interprete_quebecois french_indie_folk indie_quebecois pop_quebecois,6,"['auteur-compositeur-interprete_quebecois', 'french_indie_folk', 'indie_quebecois', 'pop_quebecois']",low,Neutral
Courtney Barnett,7uoQRNx100em2FLLxnqym0,Pedestrian at Best,0.479,0.854,11,-6.101,1,0.0405,4.61e-06,5.72e-05,0.372,0.535,136.067,54,australian_indie indie_pop indie_rock melbourne_indie,0,"['australian_indie', 'indie_pop', 'indie_rock', 'melbourne_indie']",low,Positive
Mary Lambert,3V3iy4K6paycRmTyrjQVwi,Secrets,0.789,0.555,0,-5.9,1,0.041,0.026,0.000135,0.215,0.713,93.229,50,neo_mellow pop,47,"['neo_mellow', 'pop']",low,Neutral
Brandy Clark,11ztTGjFtV3MNoNx0XvApC,Same Devil (feat. Brandi Carlile),0.606,0.284,2,-9.131,0,0.04,0.705,0.0104,0.0836,0.153,76.854,38,contemporary_country country_pop queer_country,31,"['contemporary_country', 'country_pop', 'queer_country']",low,Neutral
